region,fips
Alaska,2013
Alaska,2016
Alaska,2020
Alaska,2050
Alaska,2060
Alaska,2068
Alaska,2070
Alaska,2090
Alaska,2100
Alaska,2105
Alaska,2110
Alaska,2122
Alaska,2130
Alaska,2150
Alaska,2158
Alaska,2164
Alaska,2170
Alaska,2180
Alaska,2185
Alaska,2188
Alaska,2195
Alaska,2198
Alaska,2220
Alaska,2230
Alaska,2240
Alaska,2275
Alaska,2282
Alaska,2290
Alaska Total,
Great Plains,19001
Great Plains,19003
Great Plains,19005
Great Plains,19007
Great Plains,19009
Great Plains,19011
Great Plains,19013
Great Plains,19015
Great Plains,19017
Great Plains,19019
Great Plains,19021
Great Plains,19023
Great Plains,19025
Great Plains,19027
Great Plains,19029
Great Plains,19031
Great Plains,19033
Great Plains,19035
Great Plains,19037
Great Plains,19039
Great Plains,19041
Great Plains,19043
Great Plains,19045
Great Plains,19047
Great Plains,19049
Great Plains,19051
Great Plains,19053
Great Plains,19055
Great Plains,19057
Great Plains,19059
Great Plains,19061
Great Plains,19063
Great Plains,19065
Great Plains,19067
Great Plains,19069
Great Plains,19071
Great Plains,19073
Great Plains,19075
Great Plains,19077
Great Plains,19079
Great Plains,19081
Great Plains,19083
Great Plains,19085
Great Plains,19087
Great Plains,19089
Great Plains,19091
Great Plains,19093
Great Plains,19095
Great Plains,19097
Great Plains,19099
Great Plains,19101
Great Plains,19103
Great Plains,19105
Great Plains,19107
Great Plains,19109
Great Plains,19111
Great Plains,19113
Great Plains,19115
Great Plains,19117
Great Plains,19119
Great Plains,19121
Great Plains,19123
Great Plains,19125
Great Plains,19127
Great Plains,19129
Great Plains,19131
Great Plains,19133
Great Plains,19135
Great Plains,19137
Great Plains,19139
Great Plains,19141
Great Plains,19143
Great Plains,19145
Great Plains,19147
Great Plains,19149
Great Plains,19151
Great Plains,19153
Great Plains,19155
Great Plains,19157
Great Plains,19159
Great Plains,19161
Great Plains,19163
Great Plains,19165
Great Plains,19167
Great Plains,19169
Great Plains,19171
Great Plains,19173
Great Plains,19175
Great Plains,19177
Great Plains,19179
Great Plains,19181
Great Plains,19183
Great Plains,19185
Great Plains,19187
Great Plains,19189
Great Plains,19191
Great Plains,19193
Great Plains,19195
Great Plains,19197
Great Plains,20001
Great Plains,20003
Great Plains,20005
Great Plains,20007
Great Plains,20009
Great Plains,20011
Great Plains,20013
Great Plains,20015
Great Plains,20017
Great Plains,20019
Great Plains,20021
Great Plains,20023
Great Plains,20025
Great Plains,20027
Great Plains,20029
Great Plains,20031
Great Plains,20033
Great Plains,20035
Great Plains,20037
Great Plains,20039
Great Plains,20041
Great Plains,20043
Great Plains,20045
Great Plains,20047
Great Plains,20049
Great Plains,20051
Great Plains,20053
Great Plains,20055
Great Plains,20057
Great Plains,20059
Great Plains,20061
Great Plains,20063
Great Plains,20065
Great Plains,20067
Great Plains,20069
Great Plains,20071
Great Plains,20073
Great Plains,20075
Great Plains,20077
Great Plains,20079
Great Plains,20081
Great Plains,20083
Great Plains,20085
Great Plains,20087
Great Plains,20089
Great Plains,20091
Great Plains,20093
Great Plains,20095
Great Plains,20097
Great Plains,20099
Great Plains,20101
Great Plains,20103
Great Plains,20105
Great Plains,20107
Great Plains,20109
Great Plains,20111
Great Plains,20113
Great Plains,20115
Great Plains,20117
Great Plains,20119
Great Plains,20121
Great Plains,20123
Great Plains,20125
Great Plains,20127
Great Plains,20129
Great Plains,20131
Great Plains,20133
Great Plains,20135
Great Plains,20137
Great Plains,20139
Great Plains,20141
Great Plains,20143
Great Plains,20145
Great Plains,20147
Great Plains,20149
Great Plains,20151
Great Plains,20153
Great Plains,20155
Great Plains,20157
Great Plains,20159
Great Plains,20161
Great Plains,20163
Great Plains,20165
Great Plains,20167
Great Plains,20169
Great Plains,20171
Great Plains,20173
Great Plains,20175
Great Plains,20177
Great Plains,20179
Great Plains,20181
Great Plains,20183
Great Plains,20185
Great Plains,20187
Great Plains,20189
Great Plains,20191
Great Plains,20193
Great Plains,20195
Great Plains,20197
Great Plains,20199
Great Plains,20201
Great Plains,20203
Great Plains,20205
Great Plains,20207
Great Plains,20209
Great Plains,29001
Great Plains,29003
Great Plains,29005
Great Plains,29007
Great Plains,29009
Great Plains,29011
Great Plains,29013
Great Plains,29015
Great Plains,29017
Great Plains,29019
Great Plains,29021
Great Plains,29023
Great Plains,29025
Great Plains,29027
Great Plains,29029
Great Plains,29031
Great Plains,29033
Great Plains,29035
Great Plains,29037
Great Plains,29039
Great Plains,29041
Great Plains,29043
Great Plains,29045
Great Plains,29047
Great Plains,29049
Great Plains,29051
Great Plains,29053
Great Plains,29055
Great Plains,29057
Great Plains,29059
Great Plains,29061
Great Plains,29063
Great Plains,29065
Great Plains,29067
Great Plains,29069
Great Plains,29071
Great Plains,29073
Great Plains,29075
Great Plains,29077
Great Plains,29079
Great Plains,29081
Great Plains,29083
Great Plains,29085
Great Plains,29087
Great Plains,29089
Great Plains,29091
Great Plains,29093
Great Plains,29095
Great Plains,29097
Great Plains,29099
Great Plains,29101
Great Plains,29103
Great Plains,29105
Great Plains,29107
Great Plains,29109
Great Plains,29111
Great Plains,29113
Great Plains,29115
Great Plains,29117
Great Plains,29119
Great Plains,29121
Great Plains,29123
Great Plains,29125
Great Plains,29127
Great Plains,29129
Great Plains,29131
Great Plains,29133
Great Plains,29135
Great Plains,29137
Great Plains,29139
Great Plains,29141
Great Plains,29143
Great Plains,29145
Great Plains,29147
Great Plains,29149
Great Plains,29151
Great Plains,29153
Great Plains,29155
Great Plains,29157
Great Plains,29159
Great Plains,29161
Great Plains,29163
Great Plains,29165
Great Plains,29167
Great Plains,29169
Great Plains,29171
Great Plains,29173
Great Plains,29175
Great Plains,29177
Great Plains,29179
Great Plains,29181
Great Plains,29183
Great Plains,29185
Great Plains,29186
Great Plains,29187
Great Plains,29189
Great Plains,29195
Great Plains,29197
Great Plains,29199
Great Plains,29201
Great Plains,29203
Great Plains,29205
Great Plains,29207
Great Plains,29209
Great Plains,29211
Great Plains,29213
Great Plains,29215
Great Plains,29217
Great Plains,29219
Great Plains,29221
Great Plains,29223
Great Plains,29225
Great Plains,29227
Great Plains,29229
Great Plains,29510
Great Plains,31001
Great Plains,31003
Great Plains,31005
Great Plains,31007
Great Plains,31009
Great Plains,31011
Great Plains,31013
Great Plains,31015
Great Plains,31017
Great Plains,31019
Great Plains,31021
Great Plains,31023
Great Plains,31025
Great Plains,31027
Great Plains,31029
Great Plains,31031
Great Plains,31033
Great Plains,31035
Great Plains,31037
Great Plains,31039
Great Plains,31041
Great Plains,31043
Great Plains,31045
Great Plains,31047
Great Plains,31049
Great Plains,31051
Great Plains,31053
Great Plains,31055
Great Plains,31057
Great Plains,31059
Great Plains,31061
Great Plains,31063
Great Plains,31065
Great Plains,31067
Great Plains,31069
Great Plains,31071
Great Plains,31073
Great Plains,31075
Great Plains,31077
Great Plains,31079
Great Plains,31081
Great Plains,31083
Great Plains,31085
Great Plains,31087
Great Plains,31089
Great Plains,31091
Great Plains,31093
Great Plains,31095
Great Plains,31097
Great Plains,31099
Great Plains,31101
Great Plains,31103
Great Plains,31105
Great Plains,31107
Great Plains,31109
Great Plains,31111
Great Plains,31113
Great Plains,31115
Great Plains,31117
Great Plains,31119
Great Plains,31121
Great Plains,31123
Great Plains,31125
Great Plains,31127
Great Plains,31129
Great Plains,31131
Great Plains,31133
Great Plains,31135
Great Plains,31137
Great Plains,31139
Great Plains,31141
Great Plains,31143
Great Plains,31145
Great Plains,31147
Great Plains,31149
Great Plains,31151
Great Plains,31153
Great Plains,31155
Great Plains,31157
Great Plains,31159
Great Plains,31161
Great Plains,31163
Great Plains,31165
Great Plains,31167
Great Plains,31169
Great Plains,31171
Great Plains,31173
Great Plains,31175
Great Plains,31177
Great Plains,31179
Great Plains,31181
Great Plains,31183
Great Plains,31185
Great Plains,40001
Great Plains,40003
Great Plains,40005
Great Plains,40007
Great Plains,40009
Great Plains,40011
Great Plains,40013
Great Plains,40015
Great Plains,40017
Great Plains,40019
Great Plains,40021
Great Plains,40023
Great Plains,40025
Great Plains,40027
Great Plains,40029
Great Plains,40031
Great Plains,40033
Great Plains,40035
Great Plains,40037
Great Plains,40039
Great Plains,40041
Great Plains,40043
Great Plains,40045
Great Plains,40047
Great Plains,40049
Great Plains,40051
Great Plains,40053
Great Plains,40055
Great Plains,40057
Great Plains,40059
Great Plains,40061
Great Plains,40063
Great Plains,40065
Great Plains,40067
Great Plains,40069
Great Plains,40071
Great Plains,40073
Great Plains,40075
Great Plains,40077
Great Plains,40079
Great Plains,40081
Great Plains,40083
Great Plains,40085
Great Plains,40087
Great Plains,40089
Great Plains,40091
Great Plains,40093
Great Plains,40095
Great Plains,40097
Great Plains,40099
Great Plains,40101
Great Plains,40103
Great Plains,40105
Great Plains,40107
Great Plains,40109
Great Plains,40111
Great Plains,40113
Great Plains,40115
Great Plains,40117
Great Plains,40119
Great Plains,40121
Great Plains,40123
Great Plains,40125
Great Plains,40127
Great Plains,40129
Great Plains,40131
Great Plains,40133
Great Plains,40135
Great Plains,40137
Great Plains,40139
Great Plains,40141
Great Plains,40143
Great Plains,40145
Great Plains,40147
Great Plains,40149
Great Plains,40151
Great Plains,40153
Great Plains Total,
Hawaii,15001
Hawaii,15003
Hawaii,15005
Hawaii,15007
Hawaii,15009
Hawaii Total,
Intermountain West,8001
Intermountain West,8003
Intermountain West,8005
Intermountain West,8007
Intermountain West,8009
Intermountain West,8011
Intermountain West,8013
Intermountain West,8014
Intermountain West,8015
Intermountain West,8017
Intermountain West,8019
Intermountain West,8021
Intermountain West,8023
Intermountain West,8025
Intermountain West,8027
Intermountain West,8029
Intermountain West,8031
Intermountain West,8033
Intermountain West,8035
Intermountain West,8037
Intermountain West,8039
Intermountain West,8041
Intermountain West,8043
Intermountain West,8045
Intermountain West,8047
Intermountain West,8049
Intermountain West,8051
Intermountain West,8053
Intermountain West,8055
Intermountain West,8057
Intermountain West,8059
Intermountain West,8061
Intermountain West,8063
Intermountain West,8065
Intermountain West,8067
Intermountain West,8069
Intermountain West,8071
Intermountain West,8073
Intermountain West,8075
Intermountain West,8077
Intermountain West,8079
Intermountain West,8081
Intermountain West,8083
Intermountain West,8085
Intermountain West,8087
Intermountain West,8089
Intermountain West,8091
Intermountain West,8093
Intermountain West,8095
Intermountain West,8097
Intermountain West,8099
Intermountain West,8101
Intermountain West,8103
Intermountain West,8105
Intermountain West,8107
Intermountain West,8109
Intermountain West,8111
Intermountain West,8113
Intermountain West,8115
Intermountain West,8117
Intermountain West,8119
Intermountain West,8121
Intermountain West,8123
Intermountain West,8125
Intermountain West,16001
Intermountain West,16003
Intermountain West,16005
Intermountain West,16007
Intermountain West,16009
Intermountain West,16011
Intermountain West,16013
Intermountain West,16015
Intermountain West,16017
Intermountain West,16019
Intermountain West,16021
Intermountain West,16023
Intermountain West,16025
Intermountain West,16027
Intermountain West,16029
Intermountain West,16031
Intermountain West,16033
Intermountain West,16035
Intermountain West,16037
Intermountain West,16039
Intermountain West,16041
Intermountain West,16043
Intermountain West,16045
Intermountain West,16047
Intermountain West,16049
Intermountain West,16051
Intermountain West,16053
Intermountain West,16055
Intermountain West,16057
Intermountain West,16059
Intermountain West,16061
Intermountain West,16063
Intermountain West,16065
Intermountain West,16067
Intermountain West,16069
Intermountain West,16071
Intermountain West,16073
Intermountain West,16075
Intermountain West,16077
Intermountain West,16079
Intermountain West,16081
Intermountain West,16083
Intermountain West,16085
Intermountain West,16087
Intermountain West,30001
Intermountain West,30003
Intermountain West,30005
Intermountain West,30007
Intermountain West,30009
Intermountain West,30011
Intermountain West,30013
Intermountain West,30015
Intermountain West,30017
Intermountain West,30019
Intermountain West,30021
Intermountain West,30023
Intermountain West,30025
Intermountain West,30027
Intermountain West,30029
Intermountain West,30031
Intermountain West,30033
Intermountain West,30035
Intermountain West,30037
Intermountain West,30039
Intermountain West,30041
Intermountain West,30043
Intermountain West,30045
Intermountain West,30047
Intermountain West,30049
Intermountain West,30051
Intermountain West,30053
Intermountain West,30055
Intermountain West,30057
Intermountain West,30059
Intermountain West,30061
Intermountain West,30063
Intermountain West,30065
Intermountain West,30067
Intermountain West,30069
Intermountain West,30071
Intermountain West,30073
Intermountain West,30075
Intermountain West,30077
Intermountain West,30079
Intermountain West,30081
Intermountain West,30083
Intermountain West,30085
Intermountain West,30087
Intermountain West,30089
Intermountain West,30091
Intermountain West,30093
Intermountain West,30095
Intermountain West,30097
Intermountain West,30099
Intermountain West,30101
Intermountain West,30103
Intermountain West,30105
Intermountain West,30107
Intermountain West,30109
Intermountain West,30111
Intermountain West,49001
Intermountain West,49003
Intermountain West,49005
Intermountain West,49007
Intermountain West,49009
Intermountain West,49011
Intermountain West,49013
Intermountain West,49015
Intermountain West,49017
Intermountain West,49019
Intermountain West,49021
Intermountain West,49023
Intermountain West,49025
Intermountain West,49027
Intermountain West,49029
Intermountain West,49031
Intermountain West,49033
Intermountain West,49035
Intermountain West,49037
Intermountain West,49039
Intermountain West,49041
Intermountain West,49043
Intermountain West,49045
Intermountain West,49047
Intermountain West,49049
Intermountain West,49051
Intermountain West,49053
Intermountain West,49055
Intermountain West,49057
Intermountain West,56001
Intermountain West,56003
Intermountain West,56005
Intermountain West,56007
Intermountain West,56009
Intermountain West,56011
Intermountain West,56013
Intermountain West,56015
Intermountain West,56017
Intermountain West,56019
Intermountain West,56021
Intermountain West,56023
Intermountain West,56025
Intermountain West,56027
Intermountain West,56029
Intermountain West,56031
Intermountain West,56033
Intermountain West,56035
Intermountain West,56037
Intermountain West,56039
Intermountain West,56041
Intermountain West,56043
Intermountain West,56045
Intermountain West Total,
None,0
None Total,
Northeast,9001
Northeast,9003
Northeast,9005
Northeast,9007
Northeast,9009
Northeast,9011
Northeast,9013
Northeast,9015
Northeast,10001
Northeast,10003
Northeast,10005
Northeast,11001
Northeast,23001
Northeast,23003
Northeast,23005
Northeast,23007
Northeast,23009
Northeast,23011
Northeast,23013
Northeast,23015
Northeast,23017
Northeast,23019
Northeast,23021
Northeast,23023
Northeast,23025
Northeast,23027
Northeast,23029
Northeast,23031
Northeast,24001
Northeast,24003
Northeast,24005
Northeast,24009
Northeast,24011
Northeast,24013
Northeast,24015
Northeast,24017
Northeast,24019
Northeast,24021
Northeast,24023
Northeast,24025
Northeast,24027
Northeast,24029
Northeast,24031
Northeast,24033
Northeast,24035
Northeast,24037
Northeast,24039
Northeast,24041
Northeast,24043
Northeast,24045
Northeast,24047
Northeast,24510
Northeast,25001
Northeast,25003
Northeast,25005
Northeast,25007
Northeast,25009
Northeast,25011
Northeast,25013
Northeast,25015
Northeast,25017
Northeast,25019
Northeast,25021
Northeast,25023
Northeast,25025
Northeast,25027
Northeast,33001
Northeast,33003
Northeast,33005
Northeast,33007
Northeast,33009
Northeast,33011
Northeast,33013
Northeast,33015
Northeast,33017
Northeast,33019
Northeast,34001
Northeast,34003
Northeast,34005
Northeast,34007
Northeast,34009
Northeast,34011
Northeast,34013
Northeast,34015
Northeast,34017
Northeast,34019
Northeast,34021
Northeast,34023
Northeast,34025
Northeast,34027
Northeast,34029
Northeast,34031
Northeast,34033
Northeast,34035
Northeast,34037
Northeast,34039
Northeast,34041
Northeast,36001
Northeast,36003
Northeast,36005
Northeast,36007
Northeast,36009
Northeast,36011
Northeast,36013
Northeast,36015
Northeast,36017
Northeast,36019
Northeast,36021
Northeast,36023
Northeast,36025
Northeast,36027
Northeast,36029
Northeast,36031
Northeast,36033
Northeast,36035
Northeast,36037
Northeast,36039
Northeast,36041
Northeast,36043
Northeast,36045
Northeast,36047
Northeast,36049
Northeast,36051
Northeast,36053
Northeast,36055
Northeast,36057
Northeast,36059
Northeast,36061
Northeast,36063
Northeast,36065
Northeast,36067
Northeast,36069
Northeast,36071
Northeast,36073
Northeast,36075
Northeast,36077
Northeast,36079
Northeast,36081
Northeast,36083
Northeast,36085
Northeast,36087
Northeast,36089
Northeast,36091
Northeast,36093
Northeast,36095
Northeast,36097
Northeast,36099
Northeast,36101
Northeast,36103
Northeast,36105
Northeast,36107
Northeast,36109
Northeast,36111
Northeast,36113
Northeast,36115
Northeast,36117
Northeast,36119
Northeast,36121
Northeast,36123
Northeast,42001
Northeast,42003
Northeast,42005
Northeast,42007
Northeast,42009
Northeast,42011
Northeast,42013
Northeast,42015
Northeast,42017
Northeast,42019
Northeast,42021
Northeast,42023
Northeast,42025
Northeast,42027
Northeast,42029
Northeast,42031
Northeast,42033
Northeast,42035
Northeast,42037
Northeast,42039
Northeast,42041
Northeast,42043
Northeast,42045
Northeast,42047
Northeast,42049
Northeast,42051
Northeast,42053
Northeast,42055
Northeast,42057
Northeast,42059
Northeast,42061
Northeast,42063
Northeast,42065
Northeast,42067
Northeast,42069
Northeast,42071
Northeast,42073
Northeast,42075
Northeast,42077
Northeast,42079
Northeast,42081
Northeast,42083
Northeast,42085
Northeast,42087
Northeast,42089
Northeast,42091
Northeast,42093
Northeast,42095
Northeast,42097
Northeast,42099
Northeast,42101
Northeast,42103
Northeast,42105
Northeast,42107
Northeast,42109
Northeast,42111
Northeast,42113
Northeast,42115
Northeast,42117
Northeast,42119
Northeast,42121
Northeast,42123
Northeast,42125
Northeast,42127
Northeast,42129
Northeast,42131
Northeast,42133
Northeast,44001
Northeast,44003
Northeast,44005
